Provider,PotentialFraud,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,InscClaimAmtReimbursed_count,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,Inpatient,Outpatient,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,FraudBinary,Inpatient_Ratio,Total_Physicians,Amount_Per_Physician,Inpatient_Outpatient_Ratio,Deductible_Ratio,Pct_Male,Unique_Races,Unique_States,Pct_RenalDisease,Pct_Alzheimer,Pct_Heartfailure,Pct_Diabetes
PRV51430,No,213700,1908.04,5500.55,112,17648.0,158.99,17,95,35,19,21,0,0.15178571428571427,54,3957.4074074074074,0.17708333333333334,0.08258267392291098,0.4158,4,6,0.099,1.6238,1.4554,1.2772
PRV51431,No,236720,4831.02,5633.34,49,25932.0,540.25,25,24,14,5,9,0,0.5102040816326531,19,12458.947368421053,1.0,0.10954668153649233,0.4524,3,1,0.2619,1.5476,1.5952,1.2619
PRV51432,No,59270,2576.96,5618.93,23,7616.0,331.13,7,16,19,8,10,0,0.30434782608695654,27,2195.185185185185,0.4117647058823529,0.1284945420188625,0.5652,3,1,0.0,1.5652,1.3913,1.3913
PRV51433,Yes,454630,282.38,553.3,1610,4670.0,2.9,0,1610,4,5,1,1,0.0,9,50514.444444444445,0.0,0.010272066797028799,0.4269,4,5,0.1613,1.6578,1.4838,1.3295
PRV51434,Yes,280490,2749.9,7332.02,102,24844.0,245.98,24,78,49,21,24,1,0.23529411764705882,70,4007.0,0.3037974683544304,0.0885732519046957,0.4124,4,3,0.2268,1.5361,1.3402,1.268
PRV51435,No,33620,1461.74,2582.16,23,6408.0,278.61,6,17,15,6,6,0,0.2608695652173913,21,1600.952380952381,0.3333333333333333,0.19059516373695012,0.4348,3,1,0.1304,1.6957,1.4348,1.4348
PRV51436,No,193410,1611.75,3704.22,120,27170.0,226.42,25,95,79,20,38,0,0.20833333333333334,99,1953.6363636363637,0.2604166666666667,0.1404780493353532,0.4914,4,2,0.1897,1.6034,1.4138,1.25
PRV51437,No,880,440.0,509.12,2,0.0,0.0,0,2,2,0,1,0,0.0,2,440.0,0.0,0.0,0.5,1,1,0.0,1.5,1.0,1.0
PRV51438,No,19510,2167.78,3172.08,9,2136.0,237.33,2,7,7,1,2,0,0.2222222222222222,8,2438.75,0.25,0.1094767054482087,0.2222,3,1,0.2222,1.7778,1.3333,1.3333
PRV51439,No,15040,358.1,665.57,42,210.0,5.0,0,42,25,9,11,0,0.0,34,442.3529411764706,0.0,0.013961837643773685,0.5366,4,1,0.3171,1.7561,1.4146,1.2927
PRV51440,No,106380,1498.31,3790.3,71,6508.0,92.97,7,64,25,13,16,0,0.09859154929577464,38,2799.4736842105262,0.1076923076923077,0.061176337879884565,0.3662,4,6,0.169,1.5775,1.4507,1.3521
PRV51441,No,29130,342.71,696.71,85,290.0,3.41,0,85,24,7,15,0,0.0,31,939.6774193548387,0.0,0.009955030723284474,0.4177,4,2,0.1899,1.6962,1.5316,1.3924
PRV51442,No,25970,4328.33,8305.28,6,2136.0,356.0,2,4,4,0,3,0,0.3333333333333333,4,6492.5,0.4,0.08224558161025759,0.8333,3,1,0.1667,1.3333,1.8333,1.3333
PRV51443,No,33900,464.38,1146.93,73,2426.0,33.23,2,71,26,9,16,0,0.0273972602739726,35,968.5714285714286,0.027777777777777776,0.07156131087578538,0.3472,4,3,0.2222,1.5972,1.4167,1.3194
PRV51444,No,73920,1760.0,6150.22,42,4272.0,101.71,4,38,31,8,13,0,0.09523809523809523,39,1895.3846153846155,0.10256410256410256,0.05779142598179137,0.3,4,1,0.4,1.575,1.375,1.175
PRV51446,No,97390,4057.92,5863.41,24,11748.0,510.78,12,12,20,12,8,0,0.5,32,3043.4375,0.9230769230769231,0.12062716267416908,0.5,4,4,0.1667,1.625,1.3333,1.25
PRV51447,Yes,269390,3026.85,9792.73,89,17318.0,194.58,16,73,77,15,34,1,0.1797752808988764,92,2928.1521739130435,0.21621621621621623,0.06428574080054641,0.4125,4,9,0.075,1.6,1.4625,1.3625
PRV51448,No,115550,2265.69,5877.32,51,11748.0,230.35,11,40,37,13,15,0,0.21568627450980393,50,2311.0,0.2682926829268293,0.10166939273567516,0.4043,4,4,0.2128,1.4681,1.3617,1.2553
PRV51449,No,69780,4104.71,4463.18,17,8544.0,534.0,9,8,14,5,7,0,0.5294117647058824,19,3672.6315789473683,1.0,0.12244020578667546,0.5882,4,2,0.3529,1.5294,1.4706,1.2353
PRV51451,No,1170,195.0,297.78,6,0.0,0.0,0,6,4,1,2,0,0.0,5,234.0,0.0,0.0,0.1667,2,1,0.1667,1.6667,1.1667,1.3333
PRV51453,No,7080,590.0,1243.14,12,100.0,8.33,0,12,11,3,4,0,0.0,14,505.7142857142857,0.0,0.014122299110295156,0.5833,3,1,0.1667,1.5,1.1667,1.3333
PRV51454,No,10630,312.65,612.78,34,140.0,4.12,0,34,19,4,11,0,0.0,23,462.17391304347825,0.0,0.013169033957294704,0.375,4,1,0.1562,1.4688,1.5312,1.3125
PRV51455,No,113650,3342.65,7878.14,34,9662.0,284.18,9,25,26,8,12,0,0.2647058823529412,34,3342.6470588235293,0.34615384615384615,0.08501465011306544,0.3529,4,3,0.2059,1.6471,1.4412,1.3529
PRV51456,No,1038990,7696.22,10247.11,135,117480.0,883.31,112,23,10,4,4,0,0.8296296296296296,14,74213.57142857143,4.666666666666667,0.11307123930813645,0.4435,4,2,0.1855,1.5081,1.3145,1.1774
PRV51458,No,12440,222.14,435.14,56,240.0,4.29,0,56,31,6,17,0,0.0,37,336.2162162162162,0.0,0.019291053773812395,0.3818,4,6,0.1091,1.5455,1.4727,1.3091
PRV51459,Yes,2321890,281.78,575.51,8240,22790.0,2.77,0,8240,7,6,3,1,0.0,13,178606.92307692306,0.0,0.009815275566337954,0.4256,4,10,0.1299,1.664,1.5117,1.3836
PRV51460,No,334480,740.0,3400.33,452,19346.0,42.8,17,435,64,38,41,0,0.03761061946902655,102,3279.2156862745096,0.0389908256880734,0.05783886080225783,0.4044,4,6,0.1792,1.6029,1.46,1.3341
PRV51462,No,9430,314.33,546.1,30,0.0,0.0,0,30,14,2,7,0,0.0,16,589.375,0.0,0.0,0.3793,4,1,0.2414,1.7586,1.2759,1.3103
PRV51464,No,38530,265.72,603.19,145,320.0,2.21,0,145,86,23,38,0,0.0,109,353.48623853211006,0.0,0.00830500116789079,0.5035,4,15,0.1329,1.6713,1.5105,1.3636
PRV51465,No,3900,557.14,1104.95,7,1068.0,152.57,1,6,7,1,2,0,0.14285714285714285,8,487.5,0.14285714285714285,0.27377595488336326,0.5714,2,1,0.1429,1.7143,1.4286,1.4286
PRV51466,No,57860,781.89,2772.0,74,5500.0,74.32,5,69,45,11,24,0,0.06756756756756757,56,1033.2142857142858,0.07142857142857142,0.09505539136897047,0.3662,4,8,0.2676,1.5915,1.3662,1.1972
PRV51467,No,74260,2970.4,8802.02,25,6408.0,267.0,7,18,13,4,5,0,0.28,17,4368.235294117647,0.3684210526315789,0.08629024656279878,0.4,4,1,0.2,1.56,1.36,1.48
PRV51468,No,138670,872.14,2388.84,159,15252.0,96.53,15,144,68,24,34,0,0.09433962264150944,92,1507.2826086956522,0.10344827586206896,0.10998694752327451,0.4967,4,3,0.2185,1.596,1.4305,1.3113
PRV51469,No,9350,333.93,651.02,28,0.0,0.0,0,28,21,5,10,0,0.0,26,359.61538461538464,0.0,0.0,0.4286,4,2,0.2857,1.6429,1.2857,1.1786
PRV51470,No,35590,1318.15,2662.89,27,3204.0,118.67,3,24,16,7,7,0,0.1111111111111111,23,1547.391304347826,0.12,0.09002275856255795,0.5185,4,2,0.1481,1.5185,1.4815,1.2963
PRV51471,Yes,1602210,8901.17,9944.38,180,166608.0,952.05,161,19,17,3,6,1,0.8944444444444445,20,80110.5,8.05,0.1039863039262619,0.4682,4,4,0.2081,1.4682,1.3064,1.1676
PRV51472,No,2170,135.62,153.14,16,200.0,12.5,0,16,8,1,4,0,0.0,9,241.11111111111111,0.0,0.09212344541685859,0.5625,2,1,0.0625,1.8125,1.5,1.375
PRV51474,No,411260,5792.39,6742.25,71,42790.0,611.29,41,30,16,3,10,0,0.5774647887323944,19,21645.263157894737,1.3225806451612903,0.10404584922956468,0.3846,4,1,0.1846,1.5077,1.3692,1.1385
PRV51475,No,73130,1700.7,3028.25,43,11788.0,274.14,11,32,23,10,11,0,0.2558139534883721,33,2216.060606060606,0.3333333333333333,0.16119019294143386,0.4524,4,1,0.2857,1.5714,1.4286,1.2619
PRV51476,No,20180,1121.11,2167.45,18,3274.0,181.89,3,15,13,6,8,0,0.16666666666666666,19,1062.1052631578948,0.1875,0.16223180219017888,0.5556,3,1,0.1667,1.6667,1.5,1.2778
PRV51477,No,9940,451.82,932.51,22,0.0,0.0,0,22,11,2,7,0,0.0,13,764.6153846153846,0.0,0.0,0.4545,2,3,0.0909,1.7273,1.4091,1.3636
PRV51478,No,3930,231.18,307.71,17,20.0,1.18,0,17,10,2,5,0,0.0,12,327.5,0.0,0.005087763927753753,0.625,4,3,0.1875,1.5625,1.4375,1.25
PRV51479,No,134630,590.48,1683.06,228,14524.0,63.7,13,215,64,25,37,0,0.05701754385964912,89,1512.6966292134832,0.06018518518518518,0.10788005734191977,0.4424,4,13,0.1659,1.6129,1.3779,1.3272
PRV51480,Yes,557880,289.96,606.98,1924,5480.0,2.85,0,1924,4,4,1,1,0.0,8,69735.0,0.0,0.009822883374769888,0.4177,4,5,0.1568,1.6522,1.4967,1.3676
PRV51482,Yes,218470,2400.77,10788.82,91,11848.0,130.2,11,80,60,17,34,1,0.12087912087912088,77,2837.2727272727275,0.13580246913580246,0.05423145406026429,0.4,4,5,0.1778,1.6556,1.4444,1.2111
PRV51483,No,60400,784.42,2497.33,77,5430.0,71.45,6,71,44,18,24,0,0.07792207792207792,62,974.1935483870968,0.08333333333333333,0.0898991738547375,0.3333,4,5,0.1733,1.52,1.3867,1.24
PRV51484,No,23570,274.07,799.42,86,2236.0,26.0,2,84,28,12,18,0,0.023255813953488372,40,589.25,0.023529411764705882,0.09486233083025752,0.4267,4,1,0.2133,1.6133,1.5067,1.16
PRV51486,No,53660,250.75,492.6,214,450.0,2.1,0,214,15,8,10,0,0.0,23,2333.0434782608695,0.0,0.008385978643707721,0.4545,4,1,0.1591,1.6288,1.5076,1.3485
PRV51487,No,9240,710.77,1243.85,13,60.0,4.62,0,13,8,1,4,0,0.0,9,1026.6666666666667,0.0,0.006492803809111568,0.0833,3,1,0.25,1.4167,1.4167,1.0833
PRV51488,No,108930,400.48,931.09,272,3764.0,13.84,3,269,119,43,67,0,0.011029411764705883,162,672.4074074074074,0.011111111111111112,0.034553983714461445,0.4269,4,6,0.1692,1.5654,1.3615,1.2923
PRV51490,Yes,442070,6907.34,9840.33,64,51264.0,801.0,48,16,9,1,8,1,0.75,10,44207.0,2.823529411764706,0.11596327286793298,0.4107,4,3,0.2321,1.4643,1.375,1.2143
PRV51491,No,67480,950.42,2107.97,71,7736.0,110.51,8,63,39,14,22,0,0.11267605633802817,53,1273.2075471698113,0.125,0.1146396763533439,0.4286,4,4,0.1905,1.6984,1.3968,1.3016
PRV51492,No,150550,1858.64,4098.28,81,14024.0,175.3,14,67,46,13,23,0,0.1728395061728395,59,2551.6949152542375,0.20588235294117646,0.09315115807932196,0.3625,4,5,0.2125,1.5,1.4375,1.2625
PRV51494,No,17450,459.21,886.74,38,80.0,2.11,0,38,25,11,14,0,0.0,36,484.72222222222223,0.0,0.004584264512062346,0.5135,4,4,0.1622,1.6757,1.5135,1.3243
PRV51495,Yes,845690,5997.8,9346.2,141,93984.0,676.14,90,51,32,6,14,1,0.6382978723404256,38,22255.0,1.7307692307692308,0.11113278963593086,0.4646,4,4,0.1969,1.5512,1.4173,1.3071
PRV51496,No,29250,237.8,385.09,123,530.0,4.31,0,123,5,4,4,0,0.0,9,3250.0,0.0,0.018119038665344773,0.5048,4,2,0.1333,1.6,1.5143,1.2571
PRV51497,No,104190,6946.0,15665.03,15,4272.0,284.8,4,11,13,3,5,0,0.26666666666666666,16,6511.875,0.3333333333333333,0.04100162202109587,0.4667,3,2,0.0667,1.6,1.3333,1.3333
PRV51499,No,137840,290.8,812.45,474,3336.0,7.04,2,472,5,5,2,0,0.004219409282700422,10,13784.0,0.004228329809725159,0.02420179772346399,0.4311,4,2,0.1584,1.6481,1.4428,1.3695
PRV51500,No,1100,137.5,163.95,8,10.0,1.25,0,8,5,2,3,0,0.0,7,157.14285714285714,0.0,0.009082652134423252,0.0,3,2,0.125,1.375,1.375,1.5
PRV51501,Yes,2071310,8889.74,9866.5,233,231816.0,1021.22,223,10,11,5,3,1,0.9570815450643777,16,129456.875,20.272727272727273,0.11191752469812596,0.3917,4,3,0.2166,1.5253,1.3502,1.1659
PRV51502,No,8390,270.65,463.57,31,0.0,0.0,0,31,22,3,15,0,0.0,25,335.6,0.0,0.0,0.5484,4,2,0.2258,1.4839,1.2581,1.2581
PRV51503,No,24070,422.28,915.79,57,40.0,0.7,0,57,8,3,5,0,0.0,11,2188.181818181818,0.0,0.0016617506543143202,0.3846,4,2,0.1346,1.7115,1.4615,1.3462
PRV51504,No,35290,275.7,516.5,128,440.0,3.44,0,128,56,15,33,0,0.0,71,497.0422535211268,0.0,0.012467767986172112,0.3415,4,8,0.2033,1.6585,1.4472,1.3415
PRV51505,No,2430,162.0,243.43,15,40.0,2.67,0,15,15,3,5,0,0.0,18,135.0,0.0,0.016454134101192924,0.4,2,4,0.4,1.6,1.3333,1.0667
PRV51507,Yes,337340,333.01,877.71,1013,9188.0,9.07,6,1007,84,50,67,1,0.005923000987166831,134,2517.4626865671644,0.005952380952380952,0.027236535138035402,0.405,4,4,0.1749,1.6267,1.449,1.3402
PRV51508,No,239050,1183.42,4721.75,202,12916.0,63.94,12,190,99,30,51,0,0.0594059405940594,129,1853.1007751937984,0.06282722513089005,0.054030311523482435,0.4921,4,10,0.1623,1.5969,1.4398,1.3037
PRV51509,No,322130,312.75,649.58,1030,2840.0,2.76,0,1030,2,1,1,0,0.0,3,107376.66666666667,0.0,0.008816289025272327,0.4909,4,1,0.1542,1.6592,1.5071,1.3306
PRV51510,No,20020,351.23,550.17,57,220.0,3.86,0,57,12,7,8,0,0.0,19,1053.6842105263158,0.0,0.010988462114779482,0.4808,4,2,0.25,1.6154,1.3462,1.2115
PRV51511,No,8760,547.5,611.76,16,40.0,2.5,0,16,13,2,7,0,0.0,15,584.0,0.0,0.004565688848304988,0.25,3,1,0.0625,1.625,1.3125,1.3125
PRV51514,No,239220,2572.26,7131.73,93,22458.0,241.48,21,72,56,22,28,0,0.22580645161290322,78,3066.923076923077,0.2876712328767123,0.09387971791774133,0.4205,4,3,0.2273,1.6705,1.3182,1.2955
PRV51515,No,52800,1100.0,2925.67,48,4352.0,92.6,5,43,30,11,13,0,0.10416666666666667,41,1287.8048780487804,0.11363636363636363,0.08242268138861006,0.5,4,2,0.25,1.6042,1.4375,1.25
PRV51516,No,33260,831.5,2615.29,40,3224.0,80.6,3,37,25,4,11,0,0.075,29,1146.896551724138,0.07894736842105263,0.09693033883527254,0.4103,4,4,0.1282,1.7436,1.5128,1.4615
PRV51517,No,5990,544.55,999.37,11,150.0,13.64,0,11,2,0,2,0,0.0,2,2995.0,0.0,0.02503755633450175,0.2727,2,1,0.0909,1.4545,1.2727,1.5455
PRV51518,No,43920,828.68,2741.52,53,5860.0,110.57,5,48,14,11,11,0,0.09433962264150944,25,1756.8,0.10204081632653061,0.1334213701873819,0.5,4,1,0.1458,1.6458,1.3958,1.2083
PRV51521,No,8070,175.43,356.24,46,100.0,2.17,0,46,1,1,1,0,0.0,2,4035.0,0.0,0.012390038409119068,0.5128,4,2,0.2051,1.5641,1.4103,1.4103
PRV51522,No,206780,1088.32,3825.75,190,13506.0,71.08,12,178,72,26,38,0,0.06315789473684211,98,2110.0,0.0670391061452514,0.06531547869485108,0.4142,4,1,0.1716,1.6272,1.3787,1.3314
PRV51523,No,733810,11289.38,11106.67,65,61944.0,983.24,60,5,7,2,1,0,0.9230769230769231,9,81534.44444444444,10.0,0.08441410662963623,0.5231,4,1,0.1692,1.5385,1.3692,1.2462
PRV51525,No,75770,1242.13,3489.62,61,5470.0,89.67,5,56,45,11,26,0,0.08196721311475409,56,1353.0357142857142,0.08771929824561403,0.07219120771799237,0.4098,4,8,0.1475,1.6885,1.4918,1.3607
PRV51526,No,43150,2157.5,3230.86,20,7476.0,373.8,7,13,18,6,8,0,0.35,24,1797.9166666666667,0.5,0.17325206831823134,0.45,4,1,0.25,1.4,1.45,1.3
PRV51527,No,12410,302.68,508.83,41,120.0,2.93,0,41,26,9,11,0,0.0,35,354.57142857142856,0.0,0.0096688421561518,0.425,4,2,0.2,1.625,1.45,1.275
PRV51528,No,6670,392.35,806.93,17,0.0,0.0,0,17,10,5,5,0,0.0,15,444.6666666666667,0.0,0.0,0.5294,4,3,0.1176,1.7647,1.4118,1.2353
PRV51529,No,5800,252.17,363.33,23,80.0,3.48,0,23,18,3,10,0,0.0,21,276.1904761904762,0.0,0.013790725736941907,0.3043,4,3,0.087,1.6522,1.3478,1.2609
PRV51531,No,9870,290.29,642.83,34,140.0,4.12,0,34,21,4,10,0,0.0,25,394.8,0.0,0.014182960186404619,0.3478,4,4,0.2174,1.6522,1.4783,1.2609
PRV51532,No,70930,2216.56,4307.26,32,6608.0,206.5,6,26,27,7,16,0,0.1875,34,2086.176470588235,0.2222222222222222,0.09316095924208033,0.4333,4,2,0.2667,1.5333,1.3333,1.1333
PRV51533,No,96350,2676.39,4074.8,36,13884.0,385.67,13,23,23,10,11,0,0.3611111111111111,33,2919.6969696969695,0.5416666666666666,0.1440981411713423,0.3611,3,2,0.0833,1.6389,1.2778,1.3056
PRV51534,No,50,50.0,0.0,1,0.0,0.0,0,1,1,0,1,0,0.0,1,50.0,0.0,0.0,1.0,1,1,0.0,2.0,1.0,1.0
PRV51535,No,121350,312.76,1160.2,388,3476.0,8.96,2,386,63,25,38,0,0.005154639175257732,88,1378.9772727272727,0.00516795865633075,0.028644180929699798,0.4248,4,4,0.1732,1.6863,1.4183,1.3889
PRV51536,No,41550,2596.88,4146.35,16,4392.0,274.5,4,12,12,4,7,0,0.25,16,2596.875,0.3076923076923077,0.10570142716180116,0.5625,2,2,0.125,1.5625,1.625,1.5625
PRV51539,Yes,854240,1587.81,5068.77,538,73844.0,137.51,69,469,241,97,131,1,0.12825278810408922,338,2527.337278106509,0.14680851063829786,0.08644398945964897,0.4078,4,19,0.1988,1.6148,1.4098,1.2951
PRV51540,No,66940,1217.09,3006.15,55,7546.0,137.2,7,48,35,7,15,0,0.12727272727272726,42,1593.8095238095239,0.14285714285714285,0.11272613196695598,0.3333,4,3,0.1667,1.6667,1.3889,1.2593
PRV51541,No,12140,238.04,433.81,51,270.0,5.29,0,51,32,8,16,0,0.0,40,303.5,0.0,0.02223869532987398,0.6471,4,7,0.2745,1.6667,1.4902,1.3333
PRV51542,Yes,964660,8536.81,11441.08,113,97218.0,875.84,93,20,18,12,8,1,0.8230088495575221,30,32155.333333333332,4.428571428571429,0.1007794447997794,0.5155,4,1,0.268,1.5155,1.3608,1.2268
PRV51544,No,480150,2060.73,4985.96,233,45546.0,198.03,45,188,134,52,62,0,0.19313304721030042,186,2581.451612903226,0.23809523809523808,0.09485765936132591,0.3656,4,19,0.1938,1.5551,1.4009,1.2555
PRV51546,No,110930,3081.39,5479.01,36,9762.0,271.17,9,27,29,7,8,0,0.25,36,3081.3888888888887,0.32142857142857145,0.08800064905211348,0.4857,4,1,0.2857,1.6857,1.4,1.2
PRV51547,No,2640,203.08,432.92,13,0.0,0.0,0,13,8,2,4,0,0.0,10,264.0,0.0,0.0,0.3846,2,1,0.0769,1.4615,1.6923,1.4615
PRV51549,No,82110,3910.0,5578.48,21,8614.0,410.19,8,13,18,8,9,0,0.38095238095238093,26,3158.076923076923,0.5714285714285714,0.10490677253961102,0.5238,3,4,0.1429,1.5714,1.2857,1.2857
PRV51550,No,124040,2033.44,3957.63,61,16120.0,268.67,16,45,22,7,7,0,0.26229508196721313,29,4277.241379310345,0.34782608695652173,0.1299570303367435,0.434,4,1,0.2453,1.5094,1.2453,1.2642
PRV51551,No,112800,4028.57,11703.82,28,5440.0,194.29,5,23,11,3,5,0,0.17857142857142858,14,8057.142857142857,0.20833333333333334,0.048226522814514054,0.4444,3,1,0.1111,1.5185,1.4074,1.3333
PRV51552,No,94040,1516.77,3419.32,62,10970.0,176.94,10,52,40,13,19,0,0.16129032258064516,53,1774.3396226415093,0.18867924528301888,0.11665124785997597,0.4516,4,3,0.1774,1.5968,1.4839,1.2903
PRV51553,No,40990,1951.9,3205.73,21,6408.0,305.14,6,15,15,9,8,0,0.2857142857142857,24,1707.9166666666667,0.375,0.15632699860945085,0.4762,3,4,0.1905,1.8571,1.381,1.4286
PRV51554,No,9640,1606.67,3624.71,6,1138.0,189.67,1,5,5,2,1,0,0.16666666666666666,7,1377.142857142857,0.16666666666666666,0.11803754797220205,0.5,2,1,0.0,1.6667,1.3333,1.1667
PRV51555,No,2910,194.0,319.93,15,0.0,0.0,0,15,7,6,4,0,0.0,13,223.84615384615384,0.0,0.0,0.4,3,1,0.1333,1.8,1.4,1.2667
PRV51556,No,138250,2468.75,5936.45,56,10680.0,190.71,10,46,47,11,15,0,0.17857142857142858,58,2383.6206896551726,0.2127659574468085,0.07725079746258616,0.4643,4,3,0.1786,1.6429,1.4286,1.2857
PRV51557,No,16740,1674.0,3369.84,10,1068.0,106.8,1,9,9,1,2,0,0.1,10,1674.0,0.1,0.0637954721940147,0.1,3,1,0.4,1.6,1.5,1.5
PRV51558,No,25870,995.0,2279.94,26,5440.0,209.23,5,21,20,4,7,0,0.19230769230769232,24,1077.9166666666667,0.22727272727272727,0.21027405202736654,0.64,4,1,0.12,1.4,1.36,1.24
PRV51560,Yes,1956190,8219.29,9321.36,238,208260.0,893.82,200,38,26,6,13,1,0.8403361344537815,32,61130.9375,5.128205128205129,0.10646199680910504,0.4608,4,7,0.2353,1.5588,1.3382,1.2647
PRV51562,No,5820,242.5,296.65,24,80.0,3.33,0,24,9,3,6,0,0.0,12,485.0,0.0,0.01374334306820134,0.4167,3,1,0.25,1.5417,1.375,1.1667
PRV51563,No,4280,225.26,350.18,19,0.0,0.0,0,19,13,5,6,0,0.0,18,237.77777777777777,0.0,0.0,0.5789,3,2,0.0526,1.4737,1.4737,1.3684
PRV51564,No,9100,379.17,708.33,24,70.0,2.92,0,24,14,6,9,0,0.0,20,455.0,0.0,0.007691462476650917,0.4583,4,3,0.2083,1.5833,1.4167,1.3333
PRV51566,No,90030,3462.69,4435.42,26,16020.0,616.15,15,11,18,9,7,0,0.5769230769230769,27,3334.4444444444443,1.25,0.17793870999988892,0.44,4,1,0.24,1.44,1.16,1.28
PRV51567,Yes,465400,285.17,690.48,1632,4620.0,2.83,0,1632,1,1,1,1,0.0,2,232700.0,0.0,0.009926923233942342,0.4486,4,4,0.1608,1.6433,1.4933,1.3422
PRV51568,No,105010,1810.52,3824.8,58,9612.0,165.72,9,49,44,12,17,0,0.15517241379310345,56,1875.1785714285713,0.18,0.09153326794335831,0.3158,4,3,0.2982,1.5088,1.4561,1.3509
PRV51569,No,1500,300.0,509.46,5,0.0,0.0,0,5,4,1,1,0,0.0,5,300.0,0.0,0.0,0.4,3,1,0.4,1.8,1.2,1.2
PRV51570,No,0,0.0,0.0,1,0.0,0.0,0,1,1,0,0,0,0.0,1,0.0,0.0,0.0,0.0,1,1,0.0,2.0,1.0,1.0
PRV51571,No,4640,210.91,366.76,22,0.0,0.0,0,22,2,1,2,0,0.0,3,1546.6666666666667,0.0,0.0,0.4545,4,1,0.1818,1.5,1.3182,1.2273
PRV51572,No,5710,1427.5,2395.77,4,1068.0,267.0,1,3,3,1,3,0,0.25,4,1427.5,0.25,0.18700752932936437,0.0,2,1,0.75,1.25,1.5,1.25
PRV51573,No,66730,725.33,1947.92,92,5380.0,58.48,5,87,11,5,6,0,0.05434782608695652,16,4170.625,0.056818181818181816,0.08062219957740781,0.5,4,1,0.1974,1.6447,1.5526,1.2895
PRV51574,Yes,1281810,288.44,691.17,4444,12290.0,2.77,0,4444,8,9,4,1,0.0,17,75400.58823529411,0.0,0.00958799698239444,0.4507,4,10,0.1644,1.6484,1.4828,1.3673
PRV51576,No,97780,1504.31,4982.74,65,5770.0,88.77,5,60,31,16,15,0,0.07692307692307693,47,2080.425531914894,0.08196721311475409,0.0590094190077827,0.4154,4,4,0.2,1.6462,1.4,1.2769
PRV51577,No,2100,2100.0,0.0,1,0.0,0.0,0,1,1,0,0,0,0.0,1,2100.0,0.0,0.0,0.0,1,1,1.0,1.0,1.0,1.0
PRV51578,Yes,1662920,1108.61,3930.23,1500,131150.0,87.55,122,1378,231,129,137,1,0.08133333333333333,360,4619.222222222223,0.08846990572878898,0.0788672462492205,0.4422,4,38,0.1711,1.6039,1.443,1.3438
PRV51579,No,247680,3440.0,9200.34,72,19494.0,270.75,18,54,34,19,19,0,0.25,53,4673.207547169812,0.32727272727272727,0.07870607757559119,0.5,4,2,0.1212,1.6061,1.303,1.2121
PRV51580,No,1710,570.0,487.54,3,0.0,0.0,0,3,2,1,2,0,0.0,3,570.0,0.0,0.0,0.0,1,1,0.0,1.6667,1.6667,1.3333
PRV51582,No,14370,3592.5,5705.83,4,1068.0,267.0,1,3,4,0,3,0,0.25,4,3592.5,0.25,0.07431633150093939,0.0,2,1,0.25,1.25,1.25,1.0
PRV51583,No,32430,690.0,2258.23,47,2226.0,47.36,2,45,10,6,5,0,0.0425531914893617,16,2026.875,0.043478260869565216,0.06863803151305849,0.4565,4,1,0.1739,1.6522,1.4348,1.3261
PRV51584,Yes,171930,2096.71,7311.6,82,14254.0,173.83,13,69,36,16,20,1,0.15853658536585366,52,3306.346153846154,0.18571428571428572,0.08290535156545359,0.3974,4,4,0.1154,1.6026,1.3846,1.359
PRV51585,No,77080,12846.67,16737.88,6,4272.0,712.0,4,2,4,2,0,0,0.6666666666666666,6,12846.666666666666,1.3333333333333333,0.055422218186064014,0.1667,3,2,0.0,1.5,1.8333,1.5
PRV51586,Yes,72510,9063.75,10830.1,8,6408.0,801.0,6,2,7,5,1,1,0.75,12,6042.5,2.0,0.08837279860986609,0.375,1,1,0.375,1.5,1.125,1.5
PRV51587,No,1500,300.0,393.7,5,0.0,0.0,0,5,5,1,1,0,0.0,6,250.0,0.0,0.0,0.2,2,1,0.0,1.6,1.4,1.2
PRV51588,No,58430,5843.0,12349.74,10,3204.0,320.4,3,7,7,4,2,0,0.3,11,5311.818181818182,0.375,0.05483390665913642,0.4444,3,1,0.2222,1.5556,1.2222,1.2222
PRV51590,Yes,781380,9302.14,9388.91,84,84372.0,1028.93,81,3,4,2,1,1,0.9642857142857143,6,130230.0,20.25,0.10797805423986506,0.4146,4,1,0.2683,1.4878,1.378,1.2073
PRV51592,No,30,10.0,17.32,3,0.0,0.0,0,3,1,1,0,0,0.0,2,15.0,0.0,0.0,0.6667,2,1,0.6667,1.6667,1.0,1.0
PRV51593,Yes,150000,2777.78,6239.61,54,12916.0,239.19,12,42,36,12,12,1,0.2222222222222222,48,3125.0,0.27906976744186046,0.08610609262604917,0.4259,4,3,0.2222,1.5556,1.4074,1.2407
PRV51595,No,14660,610.83,1114.92,24,1078.0,44.92,1,23,9,3,6,0,0.041666666666666664,12,1221.6666666666667,0.041666666666666664,0.07352840870336266,0.3182,3,1,0.0455,1.5455,1.4091,1.2273
PRV51596,No,41830,836.6,2786.44,50,3484.0,69.68,3,47,39,11,21,0,0.06,50,836.6,0.0625,0.08328751404460806,0.46,4,5,0.14,1.64,1.5,1.46
